Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
San Martin,Peru,02/03/2021 5:23,-7.039531,-76.729127,29634,1781,0,28752,"San Martin, Peru",3294.130725,2.976310994
Tacna,Peru,02/03/2021 5:23,-17.644161,-70.27756,19972,1300,0,19412,"Tacna, Peru",5383.28841,2.803925496
Tumbes,Peru,02/03/2021 5:23,-3.857496,-80.545255,11520,937,0,11079,"Tumbes, Peru",4580.516899,3.828125
Ucayali,Peru,02/03/2021 5:23,-9.621718,-73.444929,22636,1876,0,22119,"Ucayali, Peru",3842.471567,2.283972433
Unknown,Peru,02/03/2021 5:23,,,13442,400,1232528,-1219486,"Unknown, Peru",,2.975747657
,Philippines,02/03/2021 5:23,12.879721,121.774017,578381,12322,534351,31708,Philippines,527.8109812,2.130429596
,Poland,02/03/2021 5:23,51.9194,19.1451,1711772,43793,1430861,237118,Poland,4522.92088,2.55834305
,Portugal,02/03/2021 5:23,39.3999,-8.2245,804956,16351,720235,68370,Portugal,7894.274102,2.031291151
,Qatar,02/03/2021 5:23,25.3548,51.1839,164137,259,154061,9817,Qatar,5697.104538,0.157795013
,Romania,02/03/2021 5:23,45.9432,24.9668,804090,20403,741471,42216,Romania,4179.765525,2.53740253
Adygea Republic,Russia,02/03/2021 5:23,44.6939006,40.1520421,13791,149,12221,1421,"Adygea Republic, Russia",3041.846062,1.080414763
Altai Krai,Russia,02/03/2021 5:23,52.6932243,82.6931424,43666,1511,38979,3176,"Altai Krai, Russia",1858.064406,3.460358173
Altai Republic,Russia,02/03/2021 5:23,50.7114101,86.8572186,16221,161,15899,161,"Altai Republic, Russia",7438.675979,0.992540534
Amur Oblast,Russia,02/03/2021 5:23,52.8032368,128.437295,21053,178,19467,1408,"Amur Oblast, Russia",2636.819534,0.845485204
Arkhangelsk Oblast,Russia,02/03/2021 5:23,63.5589686,43.1221646,56781,645,50984,5152,"Arkhangelsk Oblast, Russia",4915.984721,1.135943361
Astrakhan Oblast,Russia,02/03/2021 5:23,47.1878186,47.608851,28390,569,20776,7045,"Astrakhan Oblast, Russia",2790.1336,2.00422684
Bashkortostan Republic,Russia,02/03/2021 5:23,54.8573563,57.1439682,28719,277,23007,5435,"Bashkortostan Republic, Russia",706.7912651,0.964518263
Belgorod Oblast,Russia,02/03/2021 5:23,50.7080119,37.5837615,31541,487,28813,2241,"Belgorod Oblast, Russia",2035.066031,1.544022067
Bryansk Oblast,Russia,02/03/2021 5:23,52.8873315,33.415853,32993,257,32145,591,"Bryansk Oblast, Russia",2724.483105,0.778953111
Buryatia Republic,Russia,02/03/2021 5:23,52.7182426,109.492143,33735,715,31494,1526,"Buryatia Republic, Russia",3426.574208,2.119460501
Chechen Republic,Russia,02/03/2021 5:23,43.3976147,45.6985005,11310,111,10777,422,"Chechen Republic, Russia",787.066774,0.981432361
Chelyabinsk Oblast,Russia,02/03/2021 5:23,54.4223954,61.1865846,51028,1009,44886,5133,"Chelyabinsk Oblast, Russia",1460.84953,1.977345771
Chukotka Autonomous Okrug,Russia,02/03/2021 5:23,66.0006475,169.4900869,694,5,648,41,"Chukotka Autonomous Okrug, Russia",1406.338656,0.720461095
Chuvashia Republic,Russia,02/03/2021 5:23,55.4259922,47.0849429,21452,1040,19643,769,"Chuvashia Republic, Russia",1742.48264,4.848032817
Dagestan Republic,Russia,02/03/2021 5:23,43.0574916,47.1332224,29821,1344,27549,928,"Dagestan Republic, Russia",973.3067658,4.506891117
Ingushetia Republic,Russia,02/03/2021 5:23,43.11542075,45.01713552,14757,173,12985,1599,"Ingushetia Republic, Russia",3023.708976,1.172324998
Irkutsk Oblast,Russia,02/03/2021 5:23,56.6370122,104.719221,55891,1790,52603,1498,"Irkutsk Oblast, Russia",2324.728235,3.202662325
Ivanovo Oblast,Russia,02/03/2021 5:23,56.9167446,41.4352137,30628,928,28444,1256,"Ivanovo Oblast, Russia",3018.589735,3.029907274
Jewish Autonomous Okrug,Russia,02/03/2021 5:23,48.57527615,132.6630746,4326,119,4114,93,"Jewish Autonomous Okrug, Russia",2670.139618,2.750809061
Kabardino-Balkarian Republic,Russia,02/03/2021 5:23,43.4806048,43.5978976,21059,370,19718,971,"Kabardino-Balkarian Republic, Russia",2432.238274,1.756968517
Kaliningrad Oblast,Russia,02/03/2021 5:23,54.7293041,21.1489473,28310,257,25637,2416,"Kaliningrad Oblast, Russia",2846.373262,0.907806429
Kalmykia Republic,Russia,02/03/2021 5:23,46.2313018,45.3275745,19039,296,18033,710,"Kalmykia Republic, Russia",6912.890822,1.554703503
Kaluga Oblast,Russia,02/03/2021 5:23,54.4382773,35.5272854,29921,258,27572,2091,"Kaluga Oblast, Russia",2956.456955,0.862270646
Kamchatka Krai,Russia,02/03/2021 5:23,57.1914882,160.0383819,13548,118,12205,1225,"Kamchatka Krai, Russia",4293.360629,0.870977266
Karachay-Cherkess Republic,Russia,02/03/2021 5:23,43.7368326,41.7267991,19088,63,17325,1700,"Karachay-Cherkess Republic, Russia",4093.458144,0.330050293
Karelia Republic,Russia,02/03/2021 5:23,62.6194031,33.4920267,40928,308,36852,3768,"Karelia Republic, Russia",6574.948111,0.752541048
Kemerovo Oblast,Russia,02/03/2021 5:23,54.5335781,87.342861,31723,558,30867,298,"Kemerovo Oblast, Russia",1177.159477,1.758976137
Khabarovsk Krai,Russia,02/03/2021 5:23,51.6312684,136.121524,48997,286,46118,2593,"Khabarovsk Krai, Russia",3688.694288,0.583709207
Khakassia Republic,Russia,02/03/2021 5:23,53.72258845,91.44293627,21317,453,20124,740,"Khakassia Republic, Russia",3965.85757,2.125064503
Khanty-Mansi Autonomous Okrug,Russia,02/03/2021 5:23,61.0259025,69.0982628,51569,748,49444,1377,"Khanty-Mansi Autonomous Okrug, Russia",3365.588879,1.450483818
Kirov Oblast,Russia,02/03/2021 5:23,57.9665589,49.4074599,36620,294,31497,4829,"Kirov Oblast, Russia",2853.718484,0.802839978
Komi Republic,Russia,02/03/2021 5:23,63.9881421,54.3326073,39515,753,38363,399,"Komi Republic, Russia",4699.282769,1.905605466
Kostroma Oblast,Russia,02/03/2021 5:23,58.424756,44.2533273,18438,354,15530,2554,"Kostroma Oblast, Russia",2866.051943,1.919947934
Krasnodar Krai,Russia,02/03/2021 5:23,45.7684014,39.0261044,38582,1944,33232,3406,"Krasnodar Krai, Russia",688.5437822,5.038619045
Krasnoyarsk Krai,Russia,02/03/2021 5:23,63.3233807,97.0979974,62723,2808,58000,1915,"Krasnoyarsk Krai, Russia",2180.534171,4.476826682
Kurgan Oblast,Russia,02/03/2021 5:23,55.7655302,64.5632681,17710,305,15759,1646,"Kurgan Oblast, Russia",2094.52691,1.722190853
Kursk Oblast,Russia,02/03/2021 5:23,51.6568453,36.4852695,30846,460,27530,2856,"Kursk Oblast, Russia",2765.869497,1.491279258
Leningrad Oblast,Russia,02/03/2021 5:23,60.1853296,32.3925325,36151,648,32557,2946,"Leningrad Oblast, Russia",1993.09081,1.792481536
Lipetsk Oblast,Russia,02/03/2021 5:23,52.6935178,39.1122664,24772,435,21267,3070,"Lipetsk Oblast, Russia",2153.710525,1.756014855
Magadan Oblast,Russia,02/03/2021 5:23,62.48858785,153.9903764,8142,95,7859,188,"Magadan Oblast, Russia",5650.595804,1.166789487
Mari El Republic,Russia,02/03/2021 5:23,56.5767504,47.8817512,11820,171,10547,1102,"Mari El Republic, Russia",1732.292004,1.446700508
Mordovia Republic,Russia,02/03/2021 5:23,54.4419829,44.4661144,17882,162,15850,1870,"Mordovia Republic, Russia",2221.211941,0.905938933
Moscow,Russia,02/03/2021 5:23,55.7504461,37.6174943,980573,15097,899239,66237,"Moscow, Russia",7840.526998,1.539610004
Moscow Oblast,Russia,02/03/2021 5:23,55.5043158,38.0353929,214590,4681,175136,34773,"Moscow Oblast, Russia",2859.909228,2.181369123
Murmansk Oblast,Russia,02/03/2021 5:23,68.0000418,33.9999151,46846,946,45221,679,"Murmansk Oblast, Russia",6216.649835,2.019382658
Nenets Autonomous Okrug,Russia,02/03/2021 5:23,68.27557185,57.1686375,1023,3,927,93,"Nenets Autonomous Okrug, Russia",2325.158534,0.293255132
Nizhny Novgorod Oblast,Russia,02/03/2021 5:23,55.4718033,44.0911594,96955,2473,89263,5219,"Nizhny Novgorod Oblast, Russia",2997.293146,2.550667836
North Ossetia - Alania Republic,Russia,02/03/2021 5:23,42.7933611,44.6324493,15733,155,14297,1281,"North Ossetia - Alania Republic, Russia",2241.918591,0.985190364
Novgorod Oblast,Russia,02/03/2021 5:23,58.2843833,32.5169757,27217,113,23713,3391,"Novgorod Oblast, Russia",4487.72911,0.415181688
Novosibirsk Oblast,Russia,02/03/2021 5:23,54.9720169,79.4813924,35860,1444,32885,1531,"Novosibirsk Oblast, Russia",1285.835124,4.026770775
Omsk Oblast,Russia,02/03/2021 5:23,56.0935263,73.5099936,41044,1222,37605,2217,"Omsk Oblast, Russia",2093.995095,2.977292662
Orel Oblast,Russia,02/03/2021 5:23,52.9685433,36.0692477,30361,440,27368,2553,"Orel Oblast, Russia",4063.047426,1.449227628
Orenburg Oblast,Russia,02/03/2021 5:23,52.0269262,54.7276647,37674,609,34843,2222,"Orenburg Oblast, Russia",1904.920818,1.616499443
Penza Oblast,Russia,02/03/2021 5:23,53.1655415,44.7879181,38459,440,34592,3427,"Penza Oblast, Russia",2888.060346,1.144075509
Perm Krai,Russia,02/03/2021 5:23,58.5951603,56.3159546,47031,1740,39186,6105,"Perm Krai, Russia",1792.939863,3.69968744
Primorsky Krai,Russia,02/03/2021 5:23,45.0819456,134.726645,40447,631,35155,4661,"Primorsky Krai, Russia",2114.28216,1.56006626
Pskov Oblast,Russia,02/03/2021 5:23,57.5358729,28.8586826,31996,169,21093,10734,"Pskov Oblast, Russia",5026.502405,0.528191024
Rostov Oblast,Russia,02/03/2021 5:23,47.6222451,40.7957942,73315,3115,63772,6428,"Rostov Oblast, Russia",1737.136212,4.24878947
Ryazan Oblast,Russia,02/03/2021 5:23,54.4226732,40.5705246,24542,298,22568,1676,"Ryazan Oblast, Russia",2188.369949,1.214244968
Saint Petersburg,Russia,02/03/2021 5:23,59.9606739,30.1586551,368120,11112,300257,56751,"Saint Petersburg, Russia",6878.259919,3.018580898
Sakha (Yakutiya) Republic,Russia,02/03/2021 5:23,66.941626,129.642371,32589,514,31167,908,"Sakha (Yakutiya) Republic, Russia",3379.444796,1.577219307
Sakhalin Oblast,Russia,02/03/2021 5:23,49.7219665,143.448533,21546,33,20393,1120,"Sakhalin Oblast, Russia",4395.519206,0.153160679
Samara Oblast,Russia,02/03/2021 5:23,53.2128813,50.8914633,48807,911,45001,2895,"Samara Oblast, Russia",1528.316456,1.866535538
Saratov Oblast,Russia,02/03/2021 5:23,51.6520555,46.8631952,49705,644,44877,4184,"Saratov Oblast, Russia",2018.108366,1.295644301
Smolensk Oblast,Russia,02/03/2021 5:23,55.0343496,33.0192065,26291,621,24381,1289,"Smolensk Oblast, Russia",2769.37435,2.362025028
Stavropol Krai,Russia,02/03/2021 5:23,44.8632577,43.4406913,47388,1083,43225,3080,"Stavropol Krai, Russia",1692.021278,2.285388706
Sverdlovsk Oblast,Russia,02/03/2021 5:23,58.6414755,61.8021546,77869,2387,70845,4637,"Sverdlovsk Oblast, Russia",1800.332743,3.065404718
Tambov Oblast,Russia,02/03/2021 5:23,52.9019574,41.3578918,26391,346,24121,1924,"Tambov Oblast, Russia",2553.427404,1.31105301
Tatarstan Republic,Russia,02/03/2021 5:23,55.7648572,52.43104273,18029,333,14585,3111,"Tatarstan Republic, Russia",462.9605853,1.847024239
Tomsk Oblast,Russia,02/03/2021 5:23,58.6124279,82.0475315,30310,319,28234,1757,"Tomsk Oblast, Russia",2810.958193,1.052457935
Tula Oblast,Russia,02/03/2021 5:23,53.9570701,37.3690909,33157,1268,30692,1197,"Tula Oblast, Russia",2222.535032,3.824230178
Tver Oblast,Russia,02/03/2021 5:23,57.1134475,35.1744428,33869,627,31191,2051,"Tver Oblast, Russia",2638.033513,1.851250406
Tyumen Oblast,Russia,02/03/2021 5:23,58.8206488,70.3658837,31388,289,29523,1576,"Tyumen Oblast, Russia",850.0704149,0.920734038
Tyva Republic,Russia,02/03/2021 5:23,51.4017149,93.8582593,15656,193,14565,898,"Tyva Republic, Russia",4866.313152,1.232754216
Udmurt Republic,Russia,02/03/2021 5:23,57.1961165,52.6959832,28296,635,25006,2655,"Udmurt Republic, Russia",1870.137286,2.244133446
Ulyanovsk Oblast,Russia,02/03/2021 5:23,54.1463177,47.2324921,47786,814,44284,2688,"Ulyanovsk Oblast, Russia",3833.251245,1.703427782
Vladimir Oblast,Russia,02/03/2021 5:23,56.0503336,40.6561633,27545,876,24540,2129,"Vladimir Oblast, Russia",1998.422737,3.180250499
Volgograd Oblast,Russia,02/03/2021 5:23,49.6048339,44.2903582,49558,780,47391,1387,"Volgograd Oblast, Russia",1965.592026,1.573913394
Vologda Oblast,Russia,02/03/2021 5:23,60.0391461,43.1215213,39415,809,36164,2442,"Vologda Oblast, Russia",3349.653137,2.052518077
Voronezh Oblast,Russia,02/03/2021 5:23,50.9800393,40.1506507,68160,1906,62037,4217,"Voronezh Oblast, Russia",2920.598791,2.796361502
Yamalo-Nenets Autonomous Okrug,Russia,02/03/2021 5:23,67.1471631,74.3415488,37142,399,35178,1565,"Yamalo-Nenets Autonomous Okrug, Russia",6896.705394,1.07425556
Yaroslavl Oblast,Russia,02/03/2021 5:23,57.7781976,39.0021095,32944,406,31334,1204,"Yaroslavl Oblast, Russia",2602.861378,1.232394366
Zabaykalsky Krai,Russia,02/03/2021 5:23,52.248521,115.956325,38726,532,37021,1173,"Zabaykalsky Krai, Russia",3609.785926,1.373754067
,Rwanda,02/03/2021 5:23,-1.9403,29.8739,18986,264,17322,1400,Rwanda,146.5850343,1.390498262
,Saint Kitts and Nevis,02/03/2021 5:23,17.357822,-62.782998,41,0,40,1,Saint Kitts and Nevis,77.07926004,0
,Saint Lucia,02/03/2021 5:23,13.9094,-60.9789,3390,36,3013,341,Saint Lucia,1846.113631,1.061946903
,Saint Vincent and the Grenadines,02/03/2021 5:23,12.9843,-61.2872,1628,8,938,682,Saint Vincent and the Grenadines,1467.367302,0.491400491
,Samoa,02/03/2021 5:23,-13.759,-172.1046,3,0,2,1,Samoa,1.529597716,0
,San Marino,02/03/2021 5:23,43.9424,12.4578,3746,74,3276,396,San Marino,11037.77477,1.97544047
,Sao Tome and Principe,02/03/2021 5:23,0.1864,6.6131,1828,30,1413,385,Sao Tome and Principe,834.0900069,1.641137856
,Saudi Arabia,02/03/2021 5:23,23.885942,45.079162,377700,6500,368640,2560,Saudi Arabia,1084.912515,1.720942547
,Senegal,02/03/2021 5:23,14.4974,-14.4524,34732,880,29161,4691,Senegal,207.4303942,2.533686514
,Serbia,02/03/2021 5:23,44.0165,21.0059,462728,4459,0,458269,Serbia,5295.964346,0.963633063
,Seychelles,02/03/2021 5:23,-4.6796,55.492,2688,11,2365,312,Seychelles,2733.374009,0.40922619
,Sierra Leone,02/03/2021 5:23,8.460555,-11.779889,3887,79,2621,1187,Sierra Leone,48.72768345,2.032415745
,Singapore,02/03/2021 5:23,1.2833,103.8333,59948,29,59830,89,Singapore,1024.692057,0.048375259
,Slovakia,02/03/2021 5:23,48.669,19.699,308925,7270,255300,46355,Slovakia,5658.337001,2.353322004
,Slovenia,02/03/2021 5:23,46.1512,14.9955,190324,3854,175210,11260,Slovenia,9154.892993,2.024967949
,Solomon Islands,02/03/2021 5:23,-9.6457,160.1562,18,0,14,4,Solomon Islands,2.757107978,0
,Somalia,02/03/2021 5:23,5.152149,46.199616,7392,243,3814,3335,Somalia,46.5104017,3.287337662
,South Africa,02/03/2021 5:23,-30.5595,22.9375,1513959,50077,1431336,32546,South Africa,2552.676513,3.307685347
,South Sudan,02/03/2021 5:23,6.877,31.307,8010,94,4217,3699,South Sudan,71.55792319,1.173533084
Andalusia,Spain,02/03/2021 5:23,37.5443,-4.7278,479489,8393,10671,460425,"Andalusia, Spain",5689.639931,1.750405119
Aragon,Spain,02/03/2021 5:23,41.5976,-0.9057,106860,3265,3772,99823,"Aragon, Spain",8091.862249,3.055399588
Asturias,Spain,02/03/2021 5:23,43.3614,-5.8593,43540,1770,1063,40707,"Asturias, Spain",4259.419588,4.065227377
Baleares,Spain,02/03/2021 5:23,39.710358,2.995148,56164,725,1533,53906,"Baleares, Spain",4726.734106,1.290862474
C. Valenciana,Spain,02/03/2021 5:23,39.484,-0.7533,379103,6658,9970,362475,"C. Valenciana, Spain",7620.208287,1.75625094
Canarias,Spain,02/03/2021 5:23,28.2916,-16.6291,40887,596,1537,38754,"Canarias, Spain",1852.688453,1.457676034
Cantabria,Spain,02/03/2021 5:23,43.1828,-3.9878,24699,510,2287,21902,"Cantabria, Spain",4246.433797,2.064860926
Castilla - La Mancha,Spain,02/03/2021 5:23,39.2796,-3.0977,169170,5613,6392,157165,"Castilla - La Mancha, Spain",8313.524601,3.317964178
Castilla y Leon,Spain,02/03/2021 5:23,41.8357,-4.3976,206184,6345,8716,191123,"Castilla y Leon, Spain",8563.407986,3.077348388
Catalonia,Spain,02/03/2021 5:23,41.5912,1.5209,582073,10730,26203,545140,"Catalonia, Spain",7692.83431,1.843411393
Ceuta,Spain,02/03/2021 5:23,35.8894,-5.3213,4616,82,163,4371,"Ceuta, Spain",5441.535324,1.776429809
Extremadura,Spain,02/03/2021 5:23,39.4937,-6.0679,69043,1718,2652,64673,"Extremadura, Spain",6480.330835,2.48830439
Galicia,Spain,02/03/2021 5:23,42.5751,-8.1339,112070,2226,9204,100640,"Galicia, Spain",4150.062897,1.986258588
La Rioja,Spain,02/03/2021 5:23,42.2871,-2.5396,27463,725,3107,23631,"La Rioja, Spain",8758.144089,2.639915523
Madrid,Spain,02/03/2021 5:23,40.4168,-3.7038,586913,13874,40736,532303,"Madrid, Spain",8836.85663,2.363893797
Melilla,Spain,02/03/2021 5:23,35.2923,-2.9381,6981,72,125,6784,"Melilla, Spain",8243.101229,1.031370864
Murcia,Spain,02/03/2021 5:23,37.9922,-1.1307,106388,1482,2180,102726,"Murcia, Spain",7151.35081,1.39301425
Navarra,Spain,02/03/2021 5:23,42.6954,-1.6761,51379,1094,3905,46380,"Navarra, Spain",7905.118271,2.129274606
Pais Vasco,Spain,02/03/2021 5:23,42.9896,-2.6189,151509,3731,16160,131618,"Pais Vasco, Spain",6956.719378,2.46255998
Unknown,Spain,02/03/2021 5:23,,,0,0,0,0,"Unknown, Spain",,
,Sri Lanka,02/03/2021 5:23,7.873054,80.771797,83552,476,79422,3654,Sri Lanka,390.188318,0.569705094
,Sudan,02/03/2021 5:23,12.8628,30.2176,30364,1890,22975,5499,Sudan,69.2463083,6.224476354
,Suriname,02/03/2021 5:23,3.9193,-56.0278,8933,173,8413,347,Suriname,1522.755244,1.936639427
Blekinge,Sweden,02/03/2021 5:23,56.2784,15.018,7945,114,0,7831,"Blekinge, Sweden",4977.883037,1.434864695
Dalarna,Sweden,02/03/2021 5:23,61.0917,14.6664,14749,304,0,14445,"Dalarna, Sweden",5121.785211,2.061156689
Gavleborg,Sweden,02/03/2021 5:23,61.3012,16.1534,21256,494,0,20762,"Gavleborg, Sweden",7396.427055,2.32404968
Gotland,Sweden,02/03/2021 5:23,57.4684,18.4867,2687,45,0,2642,"Gotland, Sweden",4501.893241,1.674730182
Halland,Sweden,02/03/2021 5:23,56.8967,12.8034,23637,271,0,23366,"Halland, Sweden",7080.16822,1.146507594
Jamtland Harjedalen,Sweden,02/03/2021 5:23,63.1712,14.9592,6822,113,0,6709,"Jamtland Harjedalen, Sweden",5215.197615,1.656405746
Jonkoping,Sweden,02/03/2021 5:23,57.3708,14.3439,26485,509,0,25976,"Jonkoping, Sweden",7284.123444,1.921842552
Kalmar,Sweden,02/03/2021 5:23,57.235,16.1849,11315,214,0,11101,"Kalmar, Sweden",4609.97531,1.891294741
Kronoberg,Sweden,02/03/2021 5:23,56.7183,14.4115,13899,291,0,13608,"Kronoberg, Sweden",6898.828108,2.093675804
Norrbotten,Sweden,02/03/2021 5:23,66.8309,20.3992,12480,218,0,12262,"Norrbotten, Sweden",4990.143667,1.746794872
Orebro,Sweden,02/03/2021 5:23,59.535,15.0066,17895,289,0,17606,"Orebro, Sweden",5870.966684,1.61497625
Ostergotland,Sweden,02/03/2021 5:23,58.3454,15.5198,22855,552,0,22303,"Ostergotland, Sweden",4909.827173,2.415226427
Skane,Sweden,02/03/2021 5:23,55.9903,13.5958,110096,1547,0,108549,"Skane, Sweden",7990.553241,1.405137335
Sormland,Sweden,02/03/2021 5:23,59.0336,16.7519,13207,401,0,12806,"Sormland, Sweden",4438.730927,3.036268645
Stockholm,Sweden,02/03/2021 5:23,59.6025,18.1384,155151,3866,0,151285,"Stockholm, Sweden",6526.954698,2.491766086
Uppsala,Sweden,02/03/2021 5:23,60.0092,17.2715,24154,479,0,23675,"Uppsala, Sweden",6294.808881,1.983108388
Varmland,Sweden,02/03/2021 5:23,59.7294,13.2354,9115,167,0,8948,"Varmland, Sweden",3227.531213,1.832144816
Vasterbotten,Sweden,02/03/2021 5:23,65.3337,16.5162,14376,136,0,14240,"Vasterbotten, Sweden",5290.428946,0.946021146
Vasternorrland,Sweden,02/03/2021 5:23,63.4276,17.7292,14841,404,0,14437,"Vasternorrland, Sweden",6048.983684,2.722188532
Vastmanland,Sweden,02/03/2021 5:23,59.6714,16.2159,18167,326,0,17841,"Vastmanland, Sweden",6585.945005,1.794462487
Vastra Gotaland,Sweden,02/03/2021 5:23,58.2528,13.0596,116177,2086,0,114091,"Vastra Gotaland, Sweden",6731.460628,1.795536122
,Switzerland,02/03/2021 5:23,46.8182,8.2275,557492,9988,317600,229904,Switzerland,6441.555248,1.791595216
,Syria,02/03/2021 5:23,34.802075,38.996815,15642,1032,9880,4730,Syria,89.37950158,6.597621787
,Taiwan*,02/03/2021 5:23,23.7,121,955,9,919,27,Taiwan*,4.009778822,0.942408377
,Tajikistan,02/03/2021 5:23,38.861,71.2761,13308,90,13218,0,Tajikistan,139.5313433,0.676284941
,Tanzania,02/03/2021 5:23,-6.369028,34.888822,509,21,183,305,Tanzania,0.852107987,4.125736739
,Thailand,02/03/2021 5:23,15.870032,100.992541,26031,83,25324,624,Thailand,37.29370803,0.318850601
,Timor-Leste,02/03/2021 5:23,-8.874217,125.727539,113,0,90,23,Timor-Leste,8.57072211,0
,Togo,02/03/2021 5:23,8.6195,0.8248,6933,85,5663,1185,Togo,83.74465815,1.226020482
,Trinidad and Tobago,02/03/2021 5:23,10.6918,-61.2225,7716,139,7474,103,Trinidad and Tobago,551.3433098,1.801451529
,Tunisia,02/03/2021 5:23,33.886917,9.537499,233669,8022,198778,26869,Tunisia,1977.12626,3.433061296
,Turkey,02/03/2021 5:23,38.9637,35.2433,2711479,28638,2578181,104660,Turkey,3214.97391,1.056176352
Alabama,US,02/03/2021 5:23,32.53952745,-86.64408227,6270,91,0,6179,"Autauga, Alabama, US",11222.68163,1.451355662
Alabama,US,02/03/2021 5:23,30.72774991,-87.72207058,19758,283,0,19475,"Baldwin, Alabama, US",8850.802297,1.432331208
Alabama,US,02/03/2021 5:23,31.868263,-85.3871286,2116,51,0,2065,"Barbour, Alabama, US",8571.66005,2.41020794
Alabama,US,02/03/2021 5:23,32.99642064,-87.1251146,2450,60,0,2390,"Bibb, Alabama, US",10940.43047,2.448979592
Alabama,US,02/03/2021 5:23,33.98210918,-86.56790593,6102,127,0,5975,"Blount, Alabama, US",10552.3467,2.081284825
Alabama,US,02/03/2021 5:23,32.10030533,-85.71265535,1169,36,0,1133,"Bullock, Alabama, US",11573.11157,3.079555175
Alabama,US,02/03/2021 5:23,31.75300095,-86.68057478,1968,66,0,1902,"Butler, Alabama, US",10119.29247,3.353658537
Alabama,US,02/03/2021 5:23,33.77483727,-85.82630386,13300,286,0,13014,"Calhoun, Alabama, US",11707.2312,2.15037594
Alabama,US,02/03/2021 5:23,32.91360079,-85.39072749,3413,110,0,3303,"Chambers, Alabama, US",10263.42696,3.222970993
Alabama,US,02/03/2021 5:23,34.17805983,-85.60638968,1770,38,0,1732,"Cherokee, Alabama, US",6756.756757,2.146892655
Alabama,US,02/03/2021 5:23,32.85044126,-86.7173256,3876,100,0,3776,"Chilton, Alabama, US",8724.227964,2.57997936
Alabama,US,02/03/2021 5:23,32.02227341,-88.2656443,551,23,0,528,"Choctaw, Alabama, US",4376.836921,4.174228675
Alabama,US,02/03/2021 5:23,31.68099859,-87.83548597,3436,50,0,3386,"Clarke, Alabama, US",14545.76242,1.455180442
Alabama,US,02/03/2021 5:23,33.26984193,-85.85836077,1444,54,0,1390,"Clay, Alabama, US",10910.46468,3.739612188
Alabama,US,02/03/2021 5:23,33.67679204,-85.52005899,1378,39,0,1339,"Cleburne, Alabama, US",9242.119383,2.830188679
Alabama,US,02/03/2021 5:23,31.39932826,-85.98901039,5249,102,0,5147,"Coffee, Alabama, US",10028.27557,1.943227281
Alabama,US,02/03/2021 5:23,34.69847452,-87.80168544,6004,118,0,5886,"Colbert, Alabama, US",10868.7388,1.965356429
Alabama,US,02/03/2021 5:23,31.43401703,-86.99320044,1067,24,0,1043,"Conecuh, Alabama, US",8842.297174,2.249297095
Alabama,US,02/03/2021 5:23,32.93690146,-86.24847739,889,23,0,866,"Coosa, Alabama, US",8337.240927,2.587176603
Alabama,US,02/03/2021 5:23,31.2477854,-86.45050893,3960,106,0,3854,"Covington, Alabama, US",10688.5476,2.676767677
Alabama,US,02/03/2021 5:23,31.72941803,-86.31593104,1448,54,0,1394,"Crenshaw, Alabama, US",10514.08655,3.729281768
Alabama,US,02/03/2021 5:23,34.13020303,-86.86888037,8897,181,0,8716,"Cullman, Alabama, US",10621.00086,2.034393616
Alabama,US,02/03/2021 5:23,31.43037123,-85.61095742,4642,107,0,4535,"Dale, Alabama, US",9440.331896,2.305040931
Alabama,US,02/03/2021 5:23,32.32688101,-87.1086671,3403,141,0,3262,"Dallas, Alabama, US",9148.833208,4.14340288
Alabama,US,02/03/2021 5:23,34.45946862,-85.80782906,8459,175,0,8284,"DeKalb, Alabama, US",11828.61857,2.068802459
Alabama,US,02/03/2021 5:23,32.59785413,-86.14415284,9385,185,0,9200,"Elmore, Alabama, US",11556.60087,1.971230687
Alabama,US,02/03/2021 5:23,31.1256789,-87.15918694,3776,72,0,3704,"Escambia, Alabama, US",10307.64611,1.906779661
Alabama,US,02/03/2021 5:23,34.04567266,-86.04051873,13184,319,0,12865,"Etowah, Alabama, US",12891.6181,2.419599515
Alabama,US,02/03/2021 5:23,33.72076938,-87.73886638,2007,56,0,1951,"Fayette, Alabama, US",12311.37284,2.79023418
Alabama,US,02/03/2021 5:23,34.44235334,-87.84289505,3991,77,0,3914,"Franklin, Alabama, US",12725.59148,1.929341017
Alabama,US,02/03/2021 5:23,31.09389027,-85.83572839,2399,70,0,2329,"Geneva, Alabama, US",9131.742225,2.917882451
Alabama,US,02/03/2021 5:23,32.85504247,-87.95684022,882,32,0,850,"Greene, Alabama, US",10874.12156,3.628117914
Alabama,US,02/03/2021 5:23,32.76039258,-87.63284988,2105,68,0,2037,"Hale, Alabama, US",14367.61996,3.2304038
Alabama,US,02/03/2021 5:23,31.51148016,-85.24267944,1824,41,0,1783,"Henry, Alabama, US",10601.56931,2.247807018
Alabama,US,02/03/2021 5:23,31.15197924,-85.29939599,10104,261,0,9843,"Houston, Alabama, US",9542.698476,2.583135392
Alabama,US,02/03/2021 5:23,34.78144169,-85.99750489,6495,102,0,6393,"Jackson, Alabama, US",12580.8701,1.570438799
Alabama,US,02/03/2021 5:23,33.55554728,-86.895063,71073,1374,0,69699,"Jefferson, Alabama, US",10791.96991,1.933223587
