Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Kentucky,US,02/04/2021 4:20,38.03253032,-83.9145241,2441,30,,,"Montgomery, Kentucky, US",8669.247434,1.229004506
Kentucky,US,02/04/2021 4:20,37.92465657,-83.25558245,2117,3,,,"Morgan, Kentucky, US",15906.52942,0.141709967
Kentucky,US,02/04/2021 4:20,37.21425819,-87.14632053,2860,57,,,"Muhlenberg, Kentucky, US",9339.690419,1.993006993
Kentucky,US,02/04/2021 4:20,37.80335779,-85.4657193,4744,50,,,"Nelson, Kentucky, US",10261.06893,1.053962901
Kentucky,US,02/04/2021 4:20,38.33342292,-84.01889177,500,8,,,"Nicholas, Kentucky, US",6878.525244,1.6
Kentucky,US,02/04/2021 4:20,37.47751843,-86.85368087,2389,52,,,"Ohio, Kentucky, US",9956.655831,2.176642947
Kentucky,US,02/04/2021 4:20,38.39791089,-85.448222,7317,80,,,"Oldham, Kentucky, US",10953.75679,1.093344267
Kentucky,US,02/04/2021 4:20,38.51679143,-84.82404619,640,12,,,"Owen, Kentucky, US",5871.021007,1.875
Kentucky,US,02/04/2021 4:20,37.42823949,-83.68811419,483,12,,,"Owsley, Kentucky, US",10939.97735,2.48447205
Kentucky,US,02/04/2021 4:20,38.69607718,-84.35599463,985,3,,,"Pendleton, Kentucky, US",6751.199452,0.304568528
Kentucky,US,02/04/2021 4:20,37.25023553,-83.22922731,2536,61,,,"Perry, Kentucky, US",9845.484898,2.405362776
Kentucky,US,02/04/2021 4:20,37.47088263,-82.39487445,5360,84,,,"Pike, Kentucky, US",9261.179072,1.567164179
Kentucky,US,02/04/2021 4:20,37.83218794,-83.82553961,1097,8,,,"Powell, Kentucky, US",8876.122664,0.729261623
Kentucky,US,02/04/2021 4:20,37.10466131,-84.57629079,6055,92,,,"Pulaski, Kentucky, US",9318.395174,1.51940545
Kentucky,US,02/04/2021 4:20,38.51923469,-84.05055616,201,14,,,"Robertson, Kentucky, US",9535.104364,6.965174129
Kentucky,US,02/04/2021 4:20,37.36642393,-84.31176452,1421,18,,,"Rockcastle, Kentucky, US",8511.530398,1.266713582
Kentucky,US,02/04/2021 4:20,38.19484205,-83.42088935,2106,17,,,"Rowan, Kentucky, US",8609.97547,0.807217474
Kentucky,US,02/04/2021 4:20,36.99308373,-85.06070117,1778,42,,,"Russell, Kentucky, US",9920.21425,2.362204724
Kentucky,US,02/04/2021 4:20,38.29622293,-84.5816631,4658,32,,,"Scott, Kentucky, US",8171.356396,0.686990125
Kentucky,US,02/04/2021 4:20,38.21476019,-85.194223,4488,68,,,"Shelby, Kentucky, US",9154.699739,1.515151515
Kentucky,US,02/04/2021 4:20,36.74058474,-86.58047435,1913,34,,,"Simpson, Kentucky, US",10300.45229,1.777313121
Kentucky,US,02/04/2021 4:20,38.03223971,-85.32749335,1524,17,,,"Spencer, Kentucky, US",7875.561986,1.115485564
Kentucky,US,02/04/2021 4:20,37.3677562,-85.3329931,2950,41,,,"Taylor, Kentucky, US",11447.86371,1.389830508
Kentucky,US,02/04/2021 4:20,36.8381152,-87.17878374,1041,24,,,"Todd, Kentucky, US",8467.545144,2.305475504
Kentucky,US,02/04/2021 4:20,36.80767017,-87.87333656,1163,14,,,"Trigg, Kentucky, US",7938.024708,1.203783319
Kentucky,US,02/04/2021 4:20,38.61056487,-85.33775972,649,7,,,"Trimble, Kentucky, US",7661.433125,1.078582435
Kentucky,US,02/04/2021 4:20,,,9,0,,,"Unassigned, Kentucky, US",,0
Kentucky,US,02/04/2021 4:20,37.66166713,-87.94300009,1303,14,,,"Union, Kentucky, US",9060.566025,1.074443592
Kentucky,US,02/04/2021 4:20,36.99903045,-86.42672751,15223,161,,,"Warren, Kentucky, US",11454.82182,1.057610195
Kentucky,US,02/04/2021 4:20,37.75599461,-85.17407732,1396,36,,,"Washington, Kentucky, US",11541.95949,2.578796562
Kentucky,US,02/04/2021 4:20,36.80310688,-84.8251971,2131,42,,,"Wayne, Kentucky, US",10480.49968,1.970905678
Kentucky,US,02/04/2021 4:20,37.52168356,-87.67989953,1197,19,,,"Webster, Kentucky, US",9248.956885,1.587301587
Kentucky,US,02/04/2021 4:20,36.75700531,-84.14541217,4607,47,,,"Whitley, Kentucky, US",12704.05912,1.020186672
Kentucky,US,02/04/2021 4:20,37.73941626,-83.49303612,464,5,,,"Wolfe, Kentucky, US",6483.163337,1.077586207
Kentucky,US,02/04/2021 4:20,38.04178222,-84.7417556,2078,19,,,"Woodford, Kentucky, US",7772.873494,0.914340712
Louisiana,US,02/04/2021 4:20,30.2950649,-92.41419698,6282,190,,,"Acadia, Louisiana, US",10124.90934,3.024514486
Louisiana,US,02/04/2021 4:20,30.65385745,-92.82442028,3093,91,,,"Allen, Louisiana, US",12069.30191,2.942127384
Louisiana,US,02/04/2021 4:20,30.20406249,-90.9132841,11578,159,,,"Ascension, Louisiana, US",9145.050709,1.373294179
Louisiana,US,02/04/2021 4:20,29.89946234,-91.06461642,2135,35,,,"Assumption, Louisiana, US",9752.866475,1.639344262
Louisiana,US,02/04/2021 4:20,31.07796211,-92.00079449,4005,121,,,"Avoyelles, Louisiana, US",9976.584297,3.021223471
Louisiana,US,02/04/2021 4:20,30.64836518,-93.34173616,3021,73,,,"Beauregard, Louisiana, US",8056.644532,2.416418405
Louisiana,US,02/04/2021 4:20,32.34569994,-93.05398492,1631,80,,,"Bienville, Louisiana, US",12317.80077,4.904966278
Louisiana,US,02/04/2021 4:20,32.67932307,-93.60460152,13274,289,,,"Bossier, Louisiana, US",10448.75983,2.177188489
Louisiana,US,02/04/2021 4:20,32.57991587,-93.88375652,25157,722,,,"Caddo, Louisiana, US",10473.18113,2.869976547
Louisiana,US,02/04/2021 4:20,30.22931235,-93.35400434,21287,396,,,"Calcasieu, Louisiana, US",10463.73307,1.860290318
Louisiana,US,02/04/2021 4:20,32.0902519,-92.11752148,1094,26,,,"Caldwell, Louisiana, US",11030.44969,2.376599634
Louisiana,US,02/04/2021 4:20,29.87592238,-93.19310676,565,6,,,"Cameron, Louisiana, US",8102.681773,1.061946903
Louisiana,US,02/04/2021 4:20,31.66778967,-91.84526385,1084,38,,,"Catahoula, Louisiana, US",11417.73752,3.505535055
Louisiana,US,02/04/2021 4:20,32.82308512,-92.99526883,1419,55,,,"Claiborne, Louisiana, US",9055.520102,3.875968992
Louisiana,US,02/04/2021 4:20,31.44817835,-91.63814433,1836,60,,,"Concordia, Louisiana, US",9533.205255,3.267973856
Louisiana,US,02/04/2021 4:20,32.05457447,-93.74130302,2706,76,,,"De Soto, Louisiana, US",9853.25711,2.80857354
Louisiana,US,02/04/2021 4:20,30.53842039,-91.09777565,37440,773,,,"East Baton Rouge, Louisiana, US",8507.95007,2.064636752
Louisiana,US,02/04/2021 4:20,32.73926954,-91.23425694,1121,24,,,"East Carroll, Louisiana, US",16338.72613,2.140945584
Louisiana,US,02/04/2021 4:20,30.84425359,-91.04976723,3079,112,,,"East Feliciana, Louisiana, US",16090.93285,3.637544657
Louisiana,US,02/04/2021 4:20,30.72985248,-92.39915924,3459,90,,,"Evangeline, Louisiana, US",10357.838,2.601908066
Louisiana,US,02/04/2021 4:20,32.13675181,-91.67589857,2459,105,,,"Franklin, Louisiana, US",12285.78566,4.270028467
Louisiana,US,02/04/2021 4:20,31.59882456,-92.56124347,2079,52,,,"Grant, Louisiana, US",9285.809996,2.501202501
Louisiana,US,02/04/2021 4:20,29.86803617,-91.75871777,6658,152,,,"Iberia, Louisiana, US",9534.58399,2.282967858
Louisiana,US,02/04/2021 4:20,30.25734305,-91.3499598,3696,97,,,"Iberville, Louisiana, US",11368.45991,2.624458874
Louisiana,US,02/04/2021 4:20,32.30251776,-92.55692092,1837,50,,,"Jackson, Louisiana, US",11667.93699,2.721829069
Louisiana,US,02/04/2021 4:20,29.74075478,-90.11115756,45062,881,,,"Jefferson, Louisiana, US",10419.12817,1.955084106
Louisiana,US,02/04/2021 4:20,30.26896765,-92.81210004,3052,89,,,"Jefferson Davis, Louisiana, US",9729.660801,2.916120577
Louisiana,US,02/04/2021 4:20,31.67884782,-92.15907765,1457,36,,,"LaSalle, Louisiana, US",9783.776524,2.470830474
Louisiana,US,02/04/2021 4:20,30.2049055,-92.06959876,22330,270,,,"Lafayette, Louisiana, US",9137.035067,1.209135692
Louisiana,US,02/04/2021 4:20,29.52470226,-90.40976986,9362,200,,,"Lafourche, Louisiana, US",9590.83738,2.136295663
Louisiana,US,02/04/2021 4:20,32.6003154,-92.6659741,4334,91,,,"Lincoln, Louisiana, US",9272.174918,2.099676973
Louisiana,US,02/04/2021 4:20,30.44143993,-90.73061664,12866,200,,,"Livingston, Louisiana, US",9138.498036,1.554484688
Louisiana,US,02/04/2021 4:20,32.36918118,-91.23973355,1560,37,,,"Madison, Louisiana, US",14245.2744,2.371794872
Louisiana,US,02/04/2021 4:20,32.81686191,-91.80421614,2746,72,,,"Morehouse, Louisiana, US",11039.63978,2.62199563
Louisiana,US,02/04/2021 4:20,31.72321584,-93.09816516,3955,84,,,"Natchitoches, Louisiana, US",10364.79899,2.123893805
Louisiana,US,02/04/2021 4:20,30.06971951,-89.92660315,29301,783,,,"Orleans, Louisiana, US",7510.303888,2.672263745
Louisiana,US,02/04/2021 4:20,32.47645559,-92.15704172,17905,437,,,"Ouachita, Louisiana, US",11681.31316,2.440659034
Louisiana,US,02/04/2021 4:20,,,0,0,,,"Out of LA, Louisiana, US",,
Louisiana,US,02/04/2021 4:20,29.42245447,-89.60322085,2453,26,,,"Plaquemines, Louisiana, US",10574.64327,1.05992662
Louisiana,US,02/04/2021 4:20,30.71409502,-91.60209535,2482,72,,,"Pointe Coupee, Louisiana, US",11421.99724,2.900886382
Louisiana,US,02/04/2021 4:20,31.19778499,-92.52997303,11595,306,,,"Rapides, Louisiana, US",8943.446872,2.639068564
Louisiana,US,02/04/2021 4:20,32.09530039,-93.34213308,865,38,,,"Red River, Louisiana, US",10246.38711,4.393063584
Louisiana,US,02/04/2021 4:20,32.41391005,-91.76634876,2392,53,,,"Richland, Louisiana, US",11887.48633,2.215719064
Louisiana,US,02/04/2021 4:20,31.56388699,-93.55433981,2860,58,,,"Sabine, Louisiana, US",11974.54363,2.027972028
Louisiana,US,02/04/2021 4:20,29.87761636,-89.51887093,3936,48,,,"St. Bernard, Louisiana, US",8331.216662,1.219512195
Louisiana,US,02/04/2021 4:20,29.90709658,-90.35555967,5294,90,,,"St. Charles, Louisiana, US",9969.868173,1.700037779
Louisiana,US,02/04/2021 4:20,30.82210324,-90.71013176,897,9,,,"St. Helena, Louisiana, US",8853.138571,1.003344482
Louisiana,US,02/04/2021 4:20,30.02531716,-90.80212061,1898,49,,,"St. James, Louisiana, US",8996.96625,2.58166491
Louisiana,US,02/04/2021 4:20,30.12597499,-90.4753503,3615,137,,,"St. John the Baptist, Louisiana, US",8438.966314,3.789764869
Louisiana,US,02/04/2021 4:20,30.59724262,-92.00135806,8555,250,,,"St. Landry, Louisiana, US",10417.17403,2.92226768
Louisiana,US,02/04/2021 4:20,30.13112107,-91.61403569,5022,115,,,"St. Martin, Louisiana, US",9399.038012,2.289924333
Louisiana,US,02/04/2021 4:20,29.69262097,-91.44702164,4509,132,,,"St. Mary, Louisiana, US",9137.148415,2.927478377
Louisiana,US,02/04/2021 4:20,30.40942847,-89.95642711,25046,515,,,"St. Tammany, Louisiana, US",9617.577827,2.056216562
Louisiana,US,02/04/2021 4:20,30.62888673,-90.40664996,12328,286,,,"Tangipahoa, Louisiana, US",9148.250939,2.319922128
Louisiana,US,02/04/2021 4:20,32.00760749,-91.32915234,357,8,,,"Tensas, Louisiana, US",8237.194278,2.240896359
Louisiana,US,02/04/2021 4:20,29.37343766,-90.82626855,9867,218,,,"Terrebonne, Louisiana, US",8932.564435,2.209384818
Louisiana,US,02/04/2021 4:20,,,422,0,,,"Unassigned, Louisiana, US",,0
Louisiana,US,02/04/2021 4:20,32.83121059,-92.3749373,2338,77,,,"Union, Louisiana, US",10575.35734,3.293413174
Louisiana,US,02/04/2021 4:20,29.83517605,-92.30292538,5111,111,,,"Vermilion, Louisiana, US",8588.328208,2.171786343
Louisiana,US,02/04/2021 4:20,31.10884837,-93.18153838,2971,101,,,"Vernon, Louisiana, US",6264.100023,3.399528778
Louisiana,US,02/04/2021 4:20,30.85288548,-90.03866652,4283,127,,,"Washington, Louisiana, US",9271.766896,2.9652113
Louisiana,US,02/04/2021 4:20,32.70847669,-93.33121835,3982,109,,,"Webster, Louisiana, US",10386.01982,2.737317931
Louisiana,US,02/04/2021 4:20,30.46058217,-91.30989571,2661,57,,,"West Baton Rouge, Louisiana, US",10054.78934,2.14205186
Louisiana,US,02/04/2021 4:20,32.78550125,-91.461201,1167,41,,,"West Carroll, Louisiana, US",10775.62327,3.513281919
Louisiana,US,02/04/2021 4:20,30.87882871,-91.4148538,1128,33,,,"West Feliciana, Louisiana, US",7245.632066,2.925531915
Louisiana,US,02/04/2021 4:20,31.94449367,-92.63789413,1510,43,,,"Winn, Louisiana, US",10860.18412,2.847682119
Maine,US,02/04/2021 4:20,44.1664747,-70.20380627,5312,59,,,"Androscoggin, Maine, US",4905.935702,1.110692771
Maine,US,02/04/2021 4:20,46.65926321,-68.59841248,1409,44,,,"Aroostook, Maine, US",2101.26016,3.122782115
Maine,US,02/04/2021 4:20,43.8370751,-70.37226999,14035,186,,,"Cumberland, Maine, US",4757.578736,1.325258283
Maine,US,02/04/2021 4:20,44.97330019,-70.44381045,991,13,,,"Franklin, Maine, US",3281.565615,1.311806256
Maine,US,02/04/2021 4:20,44.59816444,-68.38401854,1062,35,,,"Hancock, Maine, US",1931.365596,3.29566855
Maine,US,02/04/2021 4:20,44.40759555,-69.76738544,4323,58,,,"Kennebec, Maine, US",3534.69281,1.341660884
Maine,US,02/04/2021 4:20,44.11486325,-69.10529169,809,5,,,"Knox, Maine, US",2034.094338,0.618046972
Maine,US,02/04/2021 4:20,44.05996956,-69.54227124,661,2,,,"Lincoln, Maine, US",1908.529191,0.302571861
Maine,US,07/08/2020 22:34,,,0,0,,,"Out of ME, Maine, US",,
Maine,US,02/04/2021 4:20,44.49952995,-70.75682123,2551,56,,,"Oxford, Maine, US",4400.172488,2.195217562
Maine,US,02/04/2021 4:20,45.40194593,-68.65020455,4650,88,,,"Penobscot, Maine, US",3056.234719,1.892473118
Maine,US,02/04/2021 4:20,45.83839062,-69.2860223,388,4,,,"Piscataquis, Maine, US",2311.587727,1.030927835
Maine,US,02/04/2021 4:20,43.95415864,-69.85074999,985,6,,,"Sagadahoc, Maine, US",2747.099509,0.609137056
Maine,US,02/04/2021 4:20,45.51229767,-69.95995554,1399,27,,,"Somerset, Maine, US",2771.175026,1.929949964
Maine,US,02/04/2021 4:20,,,1,0,,,"Unassigned, Maine, US",,0
Maine,US,02/04/2021 4:20,44.4858305,-69.12061935,710,19,,,"Waldo, Maine, US",1787.737631,2.676056338
Maine,US,02/04/2021 4:20,45.01607142,-67.62813524,768,15,,,"Washington, Maine, US",2447.496733,1.953125
Maine,US,02/04/2021 4:20,43.47808377,-70.71052375,10734,127,,,"York, Maine, US",5169.49928,1.183156326
Maryland,US,02/04/2021 4:20,39.62357628,-78.69280486,6536,202,,,"Allegany, Maryland, US",9281.981368,3.090575275
Maryland,US,02/04/2021 4:20,39.00670238,-76.60329337,39062,568,,,"Anne Arundel, Maryland, US",6743.733966,1.454098612
Maryland,US,02/04/2021 4:20,39.45784712,-76.62911955,56179,1371,,,"Baltimore, Maryland, US",6790.069739,2.440413678
Maryland,US,02/04/2021 4:20,39.30211911,-76.61151012,44869,945,,,"Baltimore City, Maryland, US",7560.19478,2.106131182
Maryland,US,02/04/2021 4:20,38.53961642,-76.56820632,3923,74,,,"Calvert, Maryland, US",4239.935153,1.886311496
Maryland,US,02/04/2021 4:20,38.87172293,-75.82904158,2125,22,,,"Caroline, Maryland, US",6361.132731,1.035294118
Maryland,US,02/04/2021 4:20,39.56453592,-77.02373735,8311,217,,,"Carroll, Maryland, US",4933.896122,2.610997473
Maryland,US,02/04/2021 4:20,39.56647682,-75.94627411,5369,127,,,"Cecil, Maryland, US",5219.96986,2.365431179
Maryland,US,02/04/2021 4:20,38.51092331,-76.98580666,9764,173,,,"Charles, Maryland, US",5980.754271,1.77181483
Maryland,US,02/04/2021 4:20,38.45413522,-76.02752426,2476,48,,,"Dorchester, Maryland, US",7754.705753,1.938610662
Maryland,US,02/04/2021 4:20,39.47296601,-77.39999394,18252,301,,,"Frederick, Maryland, US",7032.252347,1.649134341
Maryland,US,02/04/2021 4:20,39.52786077,-79.27355126,1906,62,,,"Garrett, Maryland, US",6569.242435,3.252885624
Maryland,US,02/04/2021 4:20,39.55010644,-76.3077594,14145,256,,,"Harford, Maryland, US",5537.482237,1.809826794
Maryland,US,02/04/2021 4:20,39.25305293,-76.93126208,17342,227,,,"Howard, Maryland, US",5324.695262,1.308960904
Maryland,US,02/04/2021 4:20,39.24976208,-76.04741541,1223,44,,,"Kent, Maryland, US",6296.982803,3.597710548
Maryland,US,02/04/2021 4:20,39.13676329,-77.20358245,66831,1476,,,"Montgomery, Maryland, US",6360.689377,2.20855591
Maryland,US,02/04/2021 4:20,38.83070039,-76.8496441,78242,1391,,,"Prince George's, Maryland, US",8604.385441,1.77781754
Maryland,US,02/04/2021 4:20,39.06198912,-76.03530977,2719,41,,,"Queen Anne's, Maryland, US",5396.875806,1.507907319
Maryland,US,02/04/2021 4:20,38.1163542,-75.75118623,2480,37,,,"Somerset, Maryland, US",9681.449094,1.491935484
Maryland,US,02/04/2021 4:20,38.30058422,-76.6062928,5431,122,,,"St. Mary's, Maryland, US",4784.600476,2.246363469
Maryland,US,02/04/2021 4:20,38.76618159,-76.10882561,1965,36,,,"Talbot, Maryland, US",5284.957371,1.832061069
Maryland,US,02/04/2021 4:20,,,0,57,,,"Unassigned, Maryland, US",,
Maryland,US,02/04/2021 4:20,39.60835778,-77.82002295,13294,263,,,"Washington, Maryland, US",8801.117518,1.978336091
Maryland,US,02/04/2021 4:20,38.37301947,-75.62705831,7091,149,,,"Wicomico, Maryland, US",6844.000039,2.101255112
Maryland,US,02/04/2021 4:20,38.21274277,-75.33200012,3393,94,,,"Worcester, Maryland, US",6490.550157,2.770409667
Massachusetts,US,02/04/2021 4:20,41.72980578,-70.28854339,12247,445,,,"Barnstable, Massachusetts, US",5750.035213,3.633542908
Massachusetts,US,02/04/2021 4:20,42.37428441,-73.20524838,5559,276,,,"Berkshire, Massachusetts, US",4449.193239,4.964921749
Massachusetts,US,02/04/2021 4:20,41.79228404,-71.10872211,60145,1642,,,"Bristol, Massachusetts, US",10641.04583,2.730069
Massachusetts,US,02/04/2021 4:20,41.40674725,-70.68763497,2303,4,,,"Dukes and Nantucket, Massachusetts, US",8015.732136,0.173686496
Massachusetts,US,02/04/2021 4:20,42.6687626,-70.94687179,89599,2299,,,"Essex, Massachusetts, US",11355.53094,2.565876851
Massachusetts,US,02/04/2021 4:20,42.58119713,-72.58602547,2222,107,,,"Franklin, Massachusetts, US",3166.144201,4.815481548
Massachusetts,US,02/04/2021 4:20,42.13440424,-72.63235561,46061,1446,,,"Hampden, Massachusetts, US",9876.450559,3.139315256
Massachusetts,US,02/04/2021 4:20,42.33997957,-72.65898478,8361,284,,,"Hampshire, Massachusetts, US",5198.656967,3.39672288
Massachusetts,US,02/04/2021 4:20,42.48607732,-71.39049229,122757,3654,,,"Middlesex, Massachusetts, US",7616.620721,2.976612332
Massachusetts,US,02/04/2021 4:20,42.16073095,-71.20530408,50141,1726,,,"Norfolk, Massachusetts, US",7094.336953,3.442292734
Massachusetts,US,02/04/2021 4:20,41.94070556,-70.80802823,44357,1380,,,"Plymouth, Massachusetts, US",8510.519914,3.111121131
Massachusetts,US,02/04/2021 4:20,42.3279514,-71.07850442,85036,1791,,,"Suffolk, Massachusetts, US",10577.84047,2.1061668
Massachusetts,US,02/04/2021 4:20,,,38934,8,,,"Unassigned, Massachusetts, US",,0.020547593
Massachusetts,US,02/04/2021 4:20,42.35026951,-71.90493363,70617,2155,,,"Worcester, Massachusetts, US",8501.701135,3.05167311
Michigan,US,02/04/2021 4:20,44.6846864,-83.59507875,485,25,,,"Alcona, Michigan, US",4661.220567,5.154639175
Michigan,US,02/04/2021 4:20,46.41292944,-86.60260122,453,5,,,"Alger, Michigan, US",4973.649539,1.103752759
Michigan,US,02/04/2021 4:20,42.59147037,-85.89102866,8341,118,,,"Allegan, Michigan, US",7063.795191,1.414698477
Michigan,US,02/04/2021 4:20,45.03477666,-83.62212411,1622,49,,,"Alpena, Michigan, US",5710.262278,3.020961776
Michigan,US,02/04/2021 4:20,44.99690221,-85.15503082,1214,20,,,"Antrim, Michigan, US",5204.939119,1.647446458
Michigan,US,02/04/2021 4:20,44.0636262,-83.89277559,811,27,,,"Arenac, Michigan, US",5449.170194,3.329223181
Michigan,US,02/04/2021 4:20,46.6720582,-88.36363591,627,33,,,"Baraga, Michigan, US",7637.958338,5.263157895
Michigan,US,02/04/2021 4:20,42.59513984,-85.30834519,4266,52,,,"Barry, Michigan, US",6930.950447,1.218940459
Michigan,US,02/04/2021 4:20,43.70639106,-83.98731479,8377,307,,,"Bay, Michigan, US",8123.072746,3.664796467
Michigan,US,02/04/2021 4:20,44.63899297,-86.01608482,1011,32,,,"Benzie, Michigan, US",5690.645052,3.165182987
Michigan,US,02/04/2021 4:20,41.95447397,-86.4131308,12841,251,,,"Berrien, Michigan, US",8370.871116,1.954676427
Michigan,US,02/04/2021 4:20,41.91600556,-85.05929476,4022,88,,,"Branch, Michigan, US",9242.365053,2.187966186
Michigan,US,02/04/2021 4:20,42.24633834,-85.00493569,11264,246,,,"Calhoun, Michigan, US",8396.007722,2.183948864
Michigan,US,02/04/2021 4:20,41.91522292,-85.99405727,4617,68,,,"Cass, Michigan, US",8915.36486,1.472817847
Michigan,US,02/04/2021 4:20,45.37790017,-85.19614053,1199,13,,,"Charlevoix, Michigan, US",4586.313736,1.084236864
Michigan,US,02/04/2021 4:20,45.44787015,-84.50122149,1297,38,,,"Cheboygan, Michigan, US",5131.349897,2.929838088
Michigan,US,02/04/2021 4:20,46.29552653,-84.54353449,2053,30,,,"Chippewa, Michigan, US",5496.80045,1.461276181
Michigan,US,02/04/2021 4:20,43.98794227,-84.8481986,1753,69,,,"Clare, Michigan, US",5663.974152,3.936109527
Michigan,US,02/04/2021 4:20,42.94400871,-84.60145248,5999,75,,,"Clinton, Michigan, US",7536.905585,1.250208368
Michigan,US,02/04/2021 4:20,44.68255561,-84.61006219,739,6,,,"Crawford, Michigan, US",5267.659847,0.811907984
Michigan,US,02/04/2021 4:20,45.9048491,-86.9080745,3322,86,,,"Delta, Michigan, US",9283.47865,2.588801927
Michigan,US,02/04/2021 4:20,46.00999672,-87.86961634,2456,71,,,"Dickinson, Michigan, US",9730.971909,2.890879479
Michigan,US,02/04/2021 4:20,42.59599185,-84.83740035,7706,162,,,"Eaton, Michigan, US",6988.428193,2.102257981
Michigan,US,02/04/2021 4:20,45.52625509,-84.89083249,1741,40,,,"Emmet, Michigan, US",5210.234924,2.297530155
Michigan,US,02/04/2021 4:20,,,315,5,,,"Federal Correctional Institution (FCI), Michigan, US",,1.587301587
Michigan,US,02/04/2021 4:20,43.02244215,-83.70589709,30727,783,,,"Genesee, Michigan, US",7571.714065,2.54824747
Michigan,US,02/04/2021 4:20,43.98901072,-84.38774817,1634,43,,,"Gladwin, Michigan, US",6420.684506,2.631578947
Michigan,US,02/04/2021 4:20,46.40862701,-89.69377193,1329,50,,,"Gogebic, Michigan, US",9509.838998,3.762227239
Michigan,US,02/04/2021 4:20,44.69565625,-85.55585247,5025,77,,,"Grand Traverse, Michigan, US",5398.11791,1.532338308
Michigan,US,02/04/2021 4:20,43.29265605,-84.60505416,3012,105,,,"Gratiot, Michigan, US",7398.491808,3.486055777
Michigan,US,02/04/2021 4:20,41.88753639,-84.59312019,3678,79,,,"Hillsdale, Michigan, US",8064.905164,2.147906471
Michigan,US,02/04/2021 4:20,46.89988536,-88.68495385,2838,40,,,"Houghton, Michigan, US",7953.144266,1.40944327
Michigan,US,02/04/2021 4:20,43.83353985,-83.04078453,3023,62,,,"Huron, Michigan, US",9757.593364,2.050942772
Michigan,US,02/04/2021 4:20,42.59716886,-84.37472069,19676,301,,,"Ingham, Michigan, US",6729.000089,1.529782476
Michigan,US,02/04/2021 4:20,42.94502238,-85.07413319,4595,74,,,"Ionia, Michigan, US",7102.338594,1.610446137
Michigan,US,02/04/2021 4:20,44.35486835,-83.63484895,1419,67,,,"Iosco, Michigan, US",5647.311657,4.721634954
Michigan,US,02/04/2021 4:20,46.20974132,-88.53136251,942,51,,,"Iron, Michigan, US",8512.560998,5.414012739
Michigan,US,02/04/2021 4:20,43.64060976,-84.84664923,4475,77,,,"Isabella, Michigan, US",6404.568354,1.720670391
Michigan,US,02/04/2021 4:20,42.24807035,-84.42258681,11702,233,,,"Jackson, Michigan, US",7382.499527,1.99111263
Michigan,US,02/04/2021 4:20,42.24542231,-85.53038622,17424,328,,,"Kalamazoo, Michigan, US",6573.457177,1.882460973
Michigan,US,02/04/2021 4:20,44.68512729,-85.09085699,790,16,,,"Kalkaska, Michigan, US",4379.642976,2.025316456
Michigan,US,02/04/2021 4:20,43.03197711,-85.54934642,56914,745,,,"Kent, Michigan, US",8663.302662,1.308992515
Michigan,US,02/04/2021 4:20,47.63197653,-88.41434263,155,2,,,"Keweenaw, Michigan, US",7325.141777,1.290322581
Michigan,US,02/04/2021 4:20,43.99050893,-85.802173,435,12,,,"Lake, Michigan, US",3669.956973,2.75862069
Michigan,US,02/04/2021 4:20,43.09052506,-83.22153148,6540,135,,,"Lapeer, Michigan, US",7465.156894,2.064220183
Michigan,US,02/04/2021 4:20,44.94430054,-85.80150326,993,16,,,"Leelanau, Michigan, US",4563.209411,1.611278953
Michigan,US,02/04/2021 4:20,41.89475156,-84.06603727,7042,131,,,"Lenawee, Michigan, US",7152.796823,1.86026697
Michigan,US,02/04/2021 4:20,42.60302282,-83.91297209,12425,155,,,"Livingston, Michigan, US",6471.522696,1.247484909
Michigan,US,02/04/2021 4:20,46.47227431,-85.54471223,266,1,,,"Luce, Michigan, US",4270.348371,0.37593985
Michigan,US,02/04/2021 4:20,46.07028979,-85.04980537,490,3,,,"Mackinac, Michigan, US",4537.457172,0.612244898
Michigan,US,02/04/2021 4:20,42.69158356,-82.92752801,73604,2035,,,"Macomb, Michigan, US",8421.780103,2.764795392
Michigan,US,02/04/2021 4:20,44.33352407,-86.05626916,878,21,,,"Manistee, Michigan, US",3575.209708,2.391799544
Michigan,US,02/04/2021 4:20,46.4338914,-87.64043701,4258,56,,,"Marquette, Michigan, US",6383.903807,1.315171442
Michigan,US,02/04/2021 4:20,43.99509218,-86.24988902,1412,27,,,"Mason, Michigan, US",4844.908043,1.912181303
Michigan,US,02/04/2021 4:20,43.64064262,-85.32463223,2277,23,,,"Mecosta, Michigan, US",5240.144524,1.01010101
Michigan,US,02/04/2021 4:20,45.58038692,-87.55370409,1932,41,,,"Menominee, Michigan, US",8481.123793,2.122153209
Michigan,US,02/04/2021 4:20,,,25992,149,,,"Michigan Department of Corrections (MDOC), Michigan, US",,0.573253309
Michigan,US,02/04/2021 4:20,43.64330771,-84.38804374,5644,69,,,"Midland, Michigan, US",6787.243254,1.222537208
Michigan,US,02/04/2021 4:20,44.33772443,-85.09256478,1117,20,,,"Missaukee, Michigan, US",7388.543458,1.790510295
Michigan,US,02/04/2021 4:20,41.92734151,-83.53749864,11675,212,,,"Monroe, Michigan, US",7757.475083,1.815845824
